UMTS,262,2,801,66834,,13.307441,52.518871,871,12,1,1284649597,1299776347,-86
UMTS,262,2,801,165205,,13.324481,52.519157,2993,32,1,1284649597,1299776258,-101
GSM,262,2,803,1047,,13.297475,52.554335,2043,18,1,1284733557,1300130953,-79
GSM,262,2,803,1043,,13.295849,52.554207,393,13,1,1284733557,1300130953,-74
GSM,262,2,803,1045,,13.299458,52.555057,1878,15,1,1284733557,1300084378,-83
GSM,262,3,883,13139,,13.295822,52.55414,111,3,1,1284733557,1286422869,-95
UMTS,262,3,883,349315,,13.296471,52.554289,67,2,1,1284733557,1286422869,-96
UMTS,262,2,803,209747,,13.295726,52.5542,339,12,1,1284733557,1300084378,-89
UMTS,262,2,803,66113,,13.294588,52.554454,340,15,1,1284733557,1300086538,-93
GSM,262,2,803,1041,,13.300285,52.55488,1893,15,1,1284733557,1300086538,-85
UMTS,262,3,883,91971,,13.297158,52.553857,0,1,1,1284733557,1284733557,-96
GSM,262,3,883,13123,,13.296471,52.554289,67,2,1,1284733557,1286422869,-100
UMTS,262,3,1139,357731,,13.295199,52.554214,263,3,1,1284733557,1299877112,-95
UMTS,262,3,883,349331,,13.297158,52.553857,0,1,1,1284733557,1284733557,-98
UMTS,262,2,803,209746,,13.314225,52.558247,1261,8,1,1284733557,1299238150,-91
GSM,262,2,803,1907,,13.304845,52.556574,1477,15,1,1284733557,1300086538,-91
UMTS,262,2,801,86341,,13.296675,52.553625,1138,13,1,1284733557,1300084378,-94
UMTS,262,2,801,66163,,13.298088,52.553489,1055,9,1,1284733557,1299239290,-95
GSM,262,3,883,13091,,13.296471,52.554289,67,2,1,1284733557,1286422869,-102
UMTS,262,2,803,210721,,13.294228,52.554324,205,4,1,1284733557,1299877382,-97
UMTS,262,2,803,209750,,13.316907,52.557215,2966,10,1,1284733557,1300084378,-91
UMTS,262,3,1139,287587,,13.29822,52.558421,5484,12,1,1284733557,1300086538,-96
GSM,262,2,803,1042,,13.299596,52.549653,2760,8,1,1284734517,1300084378,-93
GSM,262,2,803,1046,,13.300243,52.547025,3232,10,1,1284734517,1300084378,-89
UMTS,262,2,803,209267,,13.315024,52.558452,1478,6,1,1284734517,1299237880,-92
GSM,262,3,1139,13619,,13.294084,52.554601,267,3,1,1284734517,1300086538,-96
UMTS,262,2,801,86337,,13.294505,52.554552,329,15,1,1284734517,1300130953,-94
UMTS,262,2,801,66849,,13.295241,52.554348,267,6,1,1284734517,1299877382,-95
UMTS,262,3,883,274739,,13.295774,52.554006,86,2,1,1284734517,1289496083,-100
UMTS,262,2,803,164722,,13.29259,52.554815,170,2,1,1284734517,1300086538,-101
UMTS,262,2,801,66881,,13.355734,52.513803,1338,3,1,1284736948,1289843655,-98
UMTS,262,3,1107,344067,,13.350897,52.498874,2999,30,1,1284736948,1300729872,-95
UMTS,262,2,776,165681,,13.354451,52.497649,569,6,1,1284736948,1299926266,-98
UMTS,262,3,1107,76163,,13.351464,52.498735,418,3,1,1284736948,1288894981,-103
UMTS,262,2,801,67734,,13.353227,52.497644,534,5,1,1284736948,1297709432,-100
GSM,262,3,1107,13939,,13.355339,52.497634,590,7,1,1284736948,1299926266,-95
UMTS,262,2,801,86326,,13.331195,52.522405,9118,23,1,1284965511,1299602738,-98
UMTS,262,3,1123,394243,,13.187932,52.404505,181,2,1,1285069606,1285075098,-65
UMTS,262,3,1123,145747,,13.187932,52.404505,181,2,1,1285069606,1285075098,-67
UMTS,262,2,777,74065,,13.187932,52.404505,181,2,1,1285069606,1285075098,-66
UMTS,262,2,777,74066,,13.187932,52.404505,181,2,1,1285069606,1285075098,-78
UMTS,262,3,1123,394131,,13.187932,52.404505,181,2,1,1285069606,1285075098,-76
UMTS,262,3,1123,145715,,13.187932,52.404505,181,2,1,1285069606,1285075098,-89
UMTS,262,3,1123,140115,,13.187932,52.404505,181,2,1,1285069606,1285075098,-96
UMTS,262,2,777,88083,,13.187932,52.404505,181,2,1,1285069606,1285075098,-98
GSM,262,2,777,6018,,13.187932,52.404505,181,2,1,1285069606,1285075098,-101
UMTS,262,3,1123,145731,,13.187932,52.404505,181,2,1,1285069606,1285075098,-89
GSM,262,2,777,5715,,13.187932,52.404505,181,2,1,1285069606,1285075098,-98
UMTS,262,2,777,74067,,13.187932,52.404505,181,2,1,1285069606,1285075098,-86
UMTS,262,2,777,231779,,13.188928,52.406013,0,1,1,1285069606,1285069606,-101
UMTS,262,3,1123,332115,,13.187932,52.404505,181,2,1,1285069606,1285075098,-104
GSM,262,3,851,34403,,13.188928,52.406013,0,1,1,1285069606,1285069606,-106
GSM,262,3,1123,17411,,13.188928,52.406013,0,1,1,1285069606,1285069606,-108
UMTS,262,3,1123,394307,,13.186935,52.402997,0,1,1,1285075098,1285075098,-71
UMTS,262,3,1123,264579,,13.186935,52.402997,0,1,1,1285075098,1285075098,-105
UMTS,262,2,801,88434,,13.32861,52.519814,1171,10,1,1285175892,1298718878,-92
UMTS,262,2,801,86307,,13.331537,52.524178,387,2,1,1285175892,1290714914,-98
UMTS,262,2,801,88433,,13.325617,52.524696,2723,12,1,1285175892,1299239290,-96
GSM,262,3,851,17779,,13.017457,52.303262,0,1,1,1285223063,1285223063,-68
GSM,262,2,777,10627,,13.017457,52.303262,0,1,1,1285223063,1285223063,-73
GSM,262,3,851,17763,,13.017457,52.303262,0,1,1,1285223063,1285223063,-77
GSM,262,3,851,17795,,13.017457,52.303262,0,1,1,1285223063,1285223063,-81
GSM,262,2,777,10626,,13.017457,52.303262,0,1,1,1285223063,1285223063,-98
UMTS,262,3,851,345603,,13.017457,52.303262,0,1,1,1285223063,1285223063,-104
UMTS,262,3,851,140547,,13.017457,52.303262,0,1,1,1285223063,1285223063,-105
GSM,262,2,896,17776,,11.05348,52.221674,27,2,1,1285227684,1299244481,-83
UMTS,262,3,1284,149588,,11.05348,52.221674,27,2,1,1285227684,1299244481,-89
UMTS,262,3,1284,67684,,11.05348,52.221674,27,2,1,1285227684,1299244481,-90
UMTS,262,3,50,291890,,11.05348,52.221674,27,2,1,1285227684,1299244481,-91
UMTS,262,2,1299,66130,,11.05348,52.221674,27,2,1,1285227684,1299244481,-96
UMTS,262,3,50,349273,,11.053215,52.221497,0,1,1,1285227684,1285227684,-106
UMTS,262,3,1284,161076,,11.053215,52.221497,0,1,1,1285227684,1285227684,-107
GSM,262,3,1874,29218,,9.809003,52.316875,0,1,1,1285231555,1285231555,-72
UMTS,262,3,1874,365849,,9.809003,52.316875,0,1,1,1285231555,1285231555,-74
GSM,262,2,1296,26736,,9.809003,52.316875,0,1,1,1285231555,1285231555,-77
UMTS,262,3,1874,161826,,9.809003,52.316875,0,1,1,1285231555,1285231555,-80
GSM,262,2,1296,26738,,9.809003,52.316875,0,1,1,1285231555,1285231555,-89
UMTS,262,3,1874,332121,,9.809003,52.316875,0,1,1,1285231555,1285231555,-89
UMTS,262,3,1874,151826,,9.809003,52.316875,0,1,1,1285231555,1285231555,-95
UMTS,262,2,1296,67457,,9.809003,52.316875,0,1,1,1285231555,1285231555,-96
UMTS,262,3,1874,161810,,9.809003,52.316875,0,1,1,1285231555,1285231555,-97
UMTS,262,3,2130,87634,,9.809003,52.316875,0,1,1,1285231555,1285231555,-99
UMTS,262,3,2130,360505,,9.809003,52.316875,0,1,1,1285231555,1285231555,-100
UMTS,262,3,1874,148850,,9.809003,52.316875,0,1,1,1285231555,1285231555,-101
UMTS,262,3,1874,205186,,9.809003,52.316875,0,1,1,1285231555,1285231555,-101
UMTS,262,3,2130,88338,,9.809003,52.316875,0,1,1,1285231555,1285231555,-103
UMTS,262,2,1296,91425,,9.809003,52.316875,0,1,1,1285231555,1285231555,-105
UMTS,262,2,1296,197761,,9.809003,52.316875,0,1,1,1285231555,1285231555,-106
GSM,262,2,1296,14643,,9.809003,52.316875,0,1,1,1285231555,1285231555,-107
GSM,262,2,1296,16759,,9.809003,52.316875,0,1,1,1285231555,1285231555,-107
UMTS,262,2,1298,102514,,9.559712,52.421874,312,2,1,1285260302,1297104572,-67
